,geometry,osid,theme,changetype,name1_text,name2_text,description,versiondate,name1_language,name2_language,routehierarchy,formspartofstreet,geometry_length_m,alternatename1_text,alternatename2_text,averagespeed_source,versionavailabletodate,alternatename1_language,alternatename2_language,averagespeed_updatedate,indicativespeedlimit_kph,indicativespeedlimit_mph,roadclassificationnumber,versionavailablefromdate,averagespeed_evidencedate,indicativespeedlimit_source,indicativespeedlimit_updatedate,averagespeed_mf4to7capturemethod,averagespeed_mf7to9capturemethod,averagespeed_ss4to7capturemethod,averagespeed_mf22to4capturemethod,averagespeed_mf9to12capturemethod,averagespeed_ss22to4capturemethod,averagespeed_ss7to10capturemethod,indicativespeedlimit_evidencedate,averagespeed_mf12to14capturemethod,averagespeed_mf14to16capturemethod,averagespeed_mf16to19capturemethod,averagespeed_mf19to22capturemethod,averagespeed_mf4to7indirection_kph,averagespeed_mf7to9indirection_kph,averagespeed_ss10to14capturemethod,averagespeed_ss14to19capturemethod,averagespeed_ss19to22capturemethod,averagespeed_ss4to7indirection_kph,indicativespeedlimit_capturemethod,averagespeed_mf22to4indirection_kph,averagespeed_mf9to12indirection_kph,averagespeed_ss22to4indirection_kph,averagespeed_ss7to10indirection_kph,averagespeed_mf12to14indirection_kph,averagespeed_mf14to16indirection_kph,averagespeed_mf16to19indirection_kph,averagespeed_mf19to22indirection_kph,averagespeed_ss10to14indirection_kph,averagespeed_ss14to19indirection_kph,averagespeed_ss19to22indirection_kph,averagespeed_mf4to7againstdirection_kph,averagespeed_mf7to9againstdirection_kph,averagespeed_ss4to7againstdirection_kph,averagespeed_mf22to4againstdirection_kph,averagespeed_mf9to12againstdirection_kph,averagespeed_ss22to4againstdirection_kph,averagespeed_ss7to10againstdirection_kph,averagespeed_mf12to14againstdirection_kph,averagespeed_mf14to16againstdirection_kph,averagespeed_mf16to19againstdirection_kph,averagespeed_mf19to22againstdirection_kph,averagespeed_ss10to14againstdirection_kph,averagespeed_ss14to19againstdirection_kph,averagespeed_ss19to22againstdirection_kph,distance_to_point,bearing_to_point,site
13,"LINESTRING (260100.84923568345 665398.431786518, 260057.76261782605 665407.8447171996)",bff14fe1-3c73-4680-a181-84da804c7573,Transport,Modified Attributes,Rottenrow East,,Average And Indicative Speed,2023-09-29,,,Local Road,['8011329'],44.106,Rottenrow,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,22.4,24.6,Field Survey,Field Survey,Field Survey,28.8,Automated Process,17.1,19.8,19.3,25.3,24.0,21.1,21.2,20.6,22.9,19.6,31.7,17.2,18.4,28.8,8.9,18.0,12.1,15.1,12.2,11.4,16.1,20.6,13.2,13.8,31.7,73.38247042130087,315.055855473306,GHSR
14,"LINESTRING (259911.8510417901 665286.4360582778, 259915.64595747727 665289.6881087382, 259925.8516617928 665298.4354448158, 259931.85051148242 665302.4292593469, 259956.8531911516 665316.4339265308, 259974.85128801406 665323.4366371747, 260009.853075978 665333.4312394735)",c6147933-8aa7-411e-b087-5b9f89f5a449,Transport,Modified Attributes,High Street,,Average And Indicative Speed,2023-11-10,,,A Road,"['8012343', '8012239']",110.017,,,Basemap,,,,2023-08-17,32,20,A8,2023-11-11T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-02-25,Field Survey,Field Survey,Field Survey,Field Survey,37.2,38.8,Field Survey,Field Survey,Field Survey,42.7,Field Survey,35.1,28.7,38.1,37.0,33.8,20.6,33.5,36.2,31.2,24.6,36.9,11.6,10.8,15.1,10.8,11.9,14.0,11.9,11.8,10.5,5.8,12.2,12.1,11.4,15.1,16.438435339592907,249.35929549963785,GHSR
15,"LINESTRING (260009.853075978 665333.4312394735, 260004.73011241766 665298.4221958098)",c8ed82ee-855e-479b-b2b4-bf83b2daa445,Transport,Modified Attributes,Burrells Lane,,Average And Indicative Speed,2023-09-29,,,Local Road,['8006865'],35.384,Burrell's Lane,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2018-02-25,Field Survey,Automated Process,Automated Process,Automated Process,14.7,23.0,Automated Process,Automated Process,Automated Process,28.8,Field Survey,25.8,22.2,26.1,26.7,11.1,23.2,24.0,24.9,25.3,24.9,26.2,14.7,23.0,28.8,25.8,22.2,26.1,26.7,11.1,23.2,24.0,24.9,25.3,24.9,26.2,16.438435339592907,188.67430153503645,GHSR
16,"LINESTRING (260017.68566426446 665444.4495821124, 260013.848603428 665417.4296520484)",d67df49d-c6ad-4a42-ae25-ae4e9ea3e3fd,Transport,Modified Attributes,Collins Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['8006918'],27.284,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2018-02-25,Field Survey,Field Survey,Field Survey,Field Survey,21.1,21.1,Field Survey,Field Survey,Field Survey,28.8,Field Survey,36.4,14.3,17.1,15.3,22.7,26.4,22.5,15.3,13.0,29.5,25.3,19.3,22.5,28.8,23.8,19.6,17.1,34.0,25.9,22.2,26.6,22.4,22.2,23.0,25.3,67.91353879060216,357.7578787839615,GHSR
17,"LINESTRING (259999.43895613772 665262.2824905495, 259916.67542820636 665285.110343947, 259911.8510417901 665286.4360582778)",e15d17e5-01f7-4da1-9d00-3b5a20d551e5,Transport,Modified Attributes,Duke Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8010117'],90.855,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2020-06-03,Field Survey,Field Survey,Field Survey,Field Survey,7.9,7.4,Field Survey,Field Survey,Field Survey,12.1,Desk-Based,9.7,7.6,9.7,9.3,8.4,6.9,6.6,7.2,6.3,6.8,10.8,31.1,24.1,36.9,30.3,27.8,33.6,31.2,30.9,29.3,25.1,28.7,32.2,15.6,35.9,87.76329633901881,237.55318084986806,GHSR
18,"LINESTRING (260026.54184384525 665339.2735816671, 260013.04650419002 665334.5531360434)",eb90c7b2-2017-4177-a0e4-239fd82ff0bc,Transport,Modified Attributes,High Street,,Average And Indicative Speed,2023-09-29,,,A Road,"['8012343', '8012239']",14.301,,,Basemap,,,,2023-08-17,32,20,A8,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-02-25,Field Survey,Field Survey,Field Survey,Field Survey,32.7,34.1,Field Survey,Field Survey,Field Survey,46.2,Field Survey,51.5,36.2,35.6,43.9,34.3,36.4,35.9,22.5,43.6,37.5,41.7,45.5,45.1,52.0,47.3,30.1,48.1,43.0,22.7,15.6,38.0,40.2,31.5,29.6,45.1,14.065711514074692,163.80769881622803,GHSR
19,"LINESTRING (260032.5219374351 665253.2260414015, 260075.94946448584 665241.329204955)",ee690e59-ef41-423c-89ad-01ebfe2a1357,Transport,Modified Attributes,Duke Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8010117'],45.032,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,19.2,16.3,Field Survey,Field Survey,Field Survey,21.7,Desk-Based,18.5,16.7,17.9,18.7,15.8,15.0,14.8,17.9,16.9,13.5,18.2,28.0,29.9,30.9,33.2,34.4,37.2,31.5,34.3,34.1,27.5,33.2,30.9,36.1,33.3,98.20626163016236,144.84802898259647,GHSR
0,"LINESTRING (258840.863778784 665098.4290589159, 258835.9516526324 665099.3689912499, 258795.30435975146 665107.1666229741, 258745.03253914058 665116.8159150835, 258698.3094862197 665125.5925012953, 258670.68349096668 665130.4154337269)",0d0684eb-7a29-4c27-9adc-97a4b4c22fa6,Transport,Modified Attributes,Argyle Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8003501'],173.169,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-05-14,Field Survey,Field Survey,Automated Process,Field Survey,14.7,14.0,Field Survey,Field Survey,Field Survey,41.0,Desk-Based,6.4,22.1,6.4,35.9,15.0,13.2,33.0,17.7,13.0,6.3,17.1,14.7,14.0,41.0,6.4,11.9,6.4,35.9,12.2,13.2,33.0,17.7,13.4,6.3,17.1,43.59706042084046,244.47420022131493,GLA4
1,"LINESTRING (258689.08668868814 665015.2441323248, 258691.41719175898 665089.1051764808)",30b8e897-c87b-4813-9736-0c744c64e20a,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Local Access Road,[],73.896,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2015-12-31,Automated Process,Automated Process,Automated Process,Automated Process,21.6,18.2,Automated Process,Automated Process,Automated Process,23.8,Desk-Based,21.2,18.5,21.1,20.1,21.2,12.9,18.0,19.6,17.9,18.2,20.9,21.6,18.2,23.8,21.2,18.5,21.1,20.1,21.2,12.9,18.0,19.6,17.9,18.2,20.9,81.10035476793155,174.397848695599,GLA4
2,"LINESTRING (258699.41061272248 665218.0169745877, 258694.6747054412 665180.8020609997)",4201a87b-0ec8-41d6-8b64-ab883562c635,Transport,Modified Attributes,Hope Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8001750'],37.522,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-11-11,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,30.4,20.3,31.2,10.5,20.4,7.2,32.4,11.8,17.9,16.9,16.1,20.6,14.0,11.6,11.231920257162338,359.8034104804552,GLA4
3,"LINESTRING (258670.68349096668 665130.4154337269, 258665.8162450241 665131.5768658303, 258653.86884280137 665134.4287071662, 258651.20535588195 665134.9723867914, 258575.86478799992 665150.4215205926)",4e20fdac-e019-43aa-ac14-fb7762f505e0,Transport,Modified Attributes,Argyle Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8003501'],96.91,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-02-25,Field Survey,Field Survey,Field Survey,Field Survey,18.2,3.1,Field Survey,Field Survey,Field Survey,4.5,Field Survey,6.3,14.0,5.3,11.6,5.2,6.0,20.1,12.4,18.7,4.0,20.6,5.8,8.7,4.5,4.2,6.6,5.8,14.2,7.9,6.0,7.1,9.0,5.3,3.5,5.2,47.86058737933895,87.62305192655685,GLA4
4,"LINESTRING (258650.1747185857 665192.9818132843, 258589.86417848544 665204.4200459339)",7d2181c1-f38d-4a0e-80fa-d62538f336e4,Transport,Modified Attributes,Holm Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['8001747'],61.386,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2018-02-25,Automated Process,Automated Process,Automated Process,Automated Process,26.7,23.0,Automated Process,Automated Process,Automated Process,28.8,Field Survey,25.8,22.2,26.1,26.7,22.9,23.2,24.0,24.9,25.3,24.9,26.2,26.7,23.0,28.8,25.8,22.2,26.1,26.7,22.9,23.2,24.0,24.9,25.3,24.9,26.2,52.74507590639642,338.1833126336152,GLA4
5,"LINESTRING (258670.68349096668 665130.4154337269, 258655.29876963442 665093.6263269011, 258655.8682426381 665018.4230415428)",935e06ce-01b2-4ab0-800a-0f0b7b49cf7e,Transport,Modified Attributes,Oswald Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8004181'],115.078,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2018-02-25,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Automated Process,Field Survey,,Field Survey,,,,,,,,,,,,3.9,6.4,43.1,3.9,5.5,6.3,17.7,10.6,10.6,13.7,8.1,8.1,37.3,10.8,47.86058737933895,144.20346992998213,GLA4
6,"LINESTRING (258662.86341651107 665250.4205786922, 258602.86381274174 665260.4227861079)",a9da693b-f22b-4ae9-a034-0660ec88550c,Transport,Modified Attributes,Cadogan Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['8001313'],60.828,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2018-02-25,Automated Process,Automated Process,Automated Process,Automated Process,26.7,23.0,Automated Process,Automated Process,Automated Process,28.8,Field Survey,25.8,22.2,26.1,26.7,22.9,23.2,24.0,24.9,25.3,24.9,26.2,26.7,23.0,28.8,25.8,22.2,26.1,26.7,22.9,23.2,24.0,24.9,25.3,24.9,26.2,87.64568090572733,301.6287002079181,GLA4
7,"LINESTRING (258694.6747054412 665180.8020609997, 258693.86502748454 665174.4238815453, 258687.86293254813 665164.428187966, 258682.07507032316 665151.7856875896)",b4400db4-82fd-4a1f-be4e-9c69d3b12ccd,Transport,Modified Attributes,Hope Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8001750'],31.985,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-11-11,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,21.4,16.4,15.8,6.0,15.9,4.7,18.8,8.7,15.6,15.1,5.6,15.8,15.8,13.5,5.525370327499315,135.66511386711295,GLA4
8,"LINESTRING (258703.98600690687 665243.9872789283, 258700.86708331757 665229.430899265, 258699.41061272248 665218.0169745877)",bf1b1721-a3e6-4459-a7ac-f5aec3b3c127,Transport,Modified Attributes,Hope Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8001750'],26.394,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Automated Process,2018-11-11,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,27.7,15.5,38.8,11.8,17.1,8.9,39.0,13.2,13.2,15.3,21.9,23.8,19.6,3.5,48.08289392789105,2.8474962680765543,GLA4
9,"LINESTRING (258682.07507032316 665151.7856875896, 258680.29471447118 665147.9119509241, 258676.86787339885 665140.4274306089, 258673.30961002447 665134.6736678204, 258670.68349096668 665130.4154337269)",e3a0bff9-1152-41fc-aa60-8d32b90cc3fd,Transport,Modified Attributes,Hope Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8001750'],24.267,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-11-11,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,8.1,5.5,15.5,9.8,10.6,11.1,3.9,8.2,10.8,11.6,6.0,3.2,4.7,10.9,23.929673701478073,148.39803188292865,GLA4
10,"LINESTRING (258714.26548740244 665291.9368867686, 258703.98600690687 665243.9872789283)",f1edea98-d909-4f8a-9ce8-82ab7378b6db,Transport,Modified Attributes,Hope Street,,Average And Indicative Speed,2023-09-29,,,Minor Road,['8001750'],49.036,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2018-11-11,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,6.9,4.4,12.9,8.1,7.2,6.6,9.7,7.9,6.8,5.8,7.1,6.4,10.9,3.1,74.29242477205875,11.3370462770622,GLA4
0,"LINESTRING (293752.67827707075 680972.787782405, 293770.4325051088 680992.5149214681, 293773.4373439441 680999.5114696769, 293774.43432842277 681004.5198823808, 293772.4337944651 681020.5146150962, 293771.8986511738 681027.6431023577)",053b6e49-fdce-42f5-a583-b776102108b8,Transport,Modified Attributes,Inchyra Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14303062'],62.524,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,29.8,26.6,Automated Process,Field Survey,Field Survey,29.0,Automated Process,30.4,18.7,31.5,31.2,12.7,23.5,14.8,10.9,29.8,19.0,16.9,29.8,26.6,29.0,30.4,6.3,31.5,31.2,18.2,10.0,11.9,15.0,29.8,21.9,19.0,56.64470840593719,104.35666438051032,GRAN
1,"LINESTRING (293771.78639463667 681029.1602360382, 293770.43465406634 681047.176660782, 293768.8223248005 681059.9437930128, 293766.40852844855 681062.2303942901)",17bf9a30-fec4-48dc-ab91-c8a8aaaa73b4,Transport,Modified Attributes,Inchyra Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14303062'],34.255,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,29.8,22.1,Field Survey,Field Survey,Field Survey,29.0,Automated Process,30.4,6.8,31.5,31.2,16.1,21.7,20.8,13.2,19.8,27.4,15.3,29.8,22.1,29.0,30.4,20.3,31.5,31.2,21.6,13.2,17.1,21.2,20.3,22.4,14.2,58.21067327637652,320.34685197538994,GRAN
2,"LINESTRING (293690.441101773 681048.5622696916, 293701.4373610198 681049.5154368883, 293761.10374835995 681059.0988168505, 293764.5988238504 681060.1816945564, 293766.40852844855 681062.2303942901)",34781e4b-7e78-40eb-b5b6-1c9a9795d46b,Transport,Modified Attributes,Westerton Road,,Average And Indicative Speed,2023-09-29,,,Local Road,['14301578'],77.866,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Automated Process,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,25.3,17.7,Field Survey,Field Survey,Field Survey,29.0,Desk-Based,23.5,21.2,31.5,24.0,19.6,19.5,25.4,28.0,23.3,29.1,17.1,24.5,26.6,29.0,23.5,25.3,31.5,24.0,25.9,27.0,22.5,8.1,20.9,35.9,22.1,75.24424271389802,279.53494395969346,GRAN
3,"LINESTRING (293767.4341438332 681103.5159849757, 293770.43379487796 681106.515186637, 293771.43783374195 681107.5148183668, 293776.43398820324 681109.5182542652, 293807.43571091315 681112.5166025315, 293811.4335557915 681114.5113132857, 293814.4331679592 681117.5105452006, 293817.43233801855 681122.5140923773, 293818.4352107786 681127.5112331045, 293818.4359663187 681147.509698731)",3b2b5cf2-dda6-4f0d-9dd7-9ae68f9089f2,Transport,Modified Attributes,Westerton Road,,Average And Indicative Speed,2023-09-29,,,Local Road,['14301578'],81.832,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Automated Process,Field Survey,,Field Survey,Field Survey,Field Survey,Automated Process,22.1,7.7,Automated Process,Automated Process,Automated Process,29.0,Desk-Based,20.0,22.1,31.5,21.1,11.1,21.7,22.1,29.3,29.8,29.8,32.0,14.5,21.2,29.0,20.0,14.7,31.5,14.0,15.6,19.6,16.6,29.3,29.8,29.8,32.0,93.99012448374184,331.40068696432496,GRAN
4,"LINESTRING (293766.40852844855 681062.2303942901, 293767.85335007485 681064.1544836558, 293768.3371741397 681066.5699714854, 293767.85420495307 681074.0423575697, 293765.4333997971 681097.5190710472, 293766.4367521455 681100.5118868164, 293767.4341438332 681103.5159849757)",44c1b6bf-0fa5-42c1-bf28-2ea775171a9c,Transport,Modified Attributes,Westerton Road,,Average And Indicative Speed,2023-09-29,,,Local Road,['14301578'],42.28,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Automated Process,Field Survey,,Field Survey,Field Survey,Field Survey,Automated Process,17.5,15.0,Automated Process,Automated Process,Automated Process,29.0,Desk-Based,17.1,16.4,31.5,20.3,18.0,18.0,15.6,29.3,29.8,29.8,32.0,15.0,19.0,29.0,17.1,18.0,31.5,12.1,16.1,18.8,16.3,29.3,29.8,29.8,32.0,75.12302840511728,302.91316053660665,GRAN
5,"LINESTRING (293771.8986511738 681027.6431023577, 293771.78639463667 681029.1602360382)",66e676d8-33ac-446d-b103-3a9f75aa44e4,Transport,Modified Attributes,Inchyra Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14303062'],1.528,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,29.8,18.4,Field Survey,Field Survey,Field Survey,29.0,Automated Process,30.4,15.1,31.5,31.2,14.3,15.8,13.7,9.2,22.1,27.5,18.4,29.8,18.4,29.0,30.4,14.7,31.5,31.2,17.4,13.7,18.4,27.5,22.1,27.5,27.5,57.90952977153885,9.601749387418693,GRAN
6,"LINESTRING (293741.2851968707 680959.5623536408, 293743.4354393326 680962.5157068582, 293752.67827707075 680972.787782405)",7f1c6c2c-43e3-45da-9d6e-05e9c75b6deb,Transport,Modified Attributes,Inchyra Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14303062'],17.476,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,29.8,13.4,Automated Process,Automated Process,Automated Process,29.0,Automated Process,30.4,24.3,31.5,31.2,13.5,30.4,17.5,14.7,29.8,29.8,32.0,29.8,13.4,29.0,30.4,19.2,31.5,31.2,32.0,16.6,17.5,24.1,29.8,29.8,32.0,90.72192076924166,92.98114247897905,GRAN
0,"LINESTRING (293326.0285174827 681390.2973416781, 293327.4476038348 681390.1730740279, 293347.4414256897 681388.5081828779)",4189223d-2239-4735-9e0b-f6408e19d297,Transport,Modified Attributes,Moray Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14301427'],21.483,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,30.4,11.3,Automated Process,Field Survey,Automated Process,29.0,Automated Process,34.6,27.2,36.9,31.2,32.0,43.0,34.1,45.5,29.8,40.7,32.0,38.8,13.0,29.0,36.7,31.7,36.9,31.2,21.4,36.9,34.1,45.5,29.8,40.7,32.0,98.6725873061934,0.8389072649409854,GRA2
1,"LINESTRING (293368.3741288098 681386.2188206257, 293411.44022441376 681381.5104396214)",4da7f6a5-afd6-42f1-8b2a-8f9ec576e4ea,Transport,Modified Attributes,Moray Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14301427'],43.319,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,35.4,29.9,Field Survey,Field Survey,Automated Process,30.6,Automated Process,43.8,20.1,42.2,31.2,30.6,43.9,11.1,43.3,43.3,36.2,32.0,44.1,21.4,30.6,41.2,30.7,42.2,31.2,28.2,32.5,36.2,43.3,43.3,36.2,32.0,43.88808819819982,6.788945461264348,GRA2
2,"LINESTRING (293444.9681273074 681377.517531548, 293495.43746777304 681371.5131335965)",6a052217-5036-4dd4-bcde-dfd3410d1696,Transport,Modified Attributes,Moray Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['14301427'],50.826,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,23.5,13.5,Field Survey,Field Survey,Automated Process,24.1,Automated Process,29.3,14.0,28.2,26.1,16.4,20.0,16.6,33.3,18.7,20.8,32.0,26.6,18.0,24.1,26.6,23.7,28.2,26.1,23.0,28.5,27.4,33.3,21.1,16.1,32.0,33.500810167154384,344.0027211637225,GRA2
